Mural Panel,Chapter,Mural Scene,Sun of Faith - Tibetan (བོད་ཡིག།),Sun of Faith - English,Inscription - Tibetan (བོད་ཡིག།) ,Inscription - English,Manual - Tibetan (བོད་ཡིག།),Manual - English,Main Canonical Source (sde dge bka' 'gyur),Secondary/Tertiary Canonical Source(s) (sde dge bka' 'gyur),Scene working notes
A,2,1,།དེ་ནས་ཡང་ཕྱིས་ལེགས་པར་རབ་སད་ཀྱི་བཙུན་མོ་ལ་སྔ་མ་ལས་ཀྱང་ཆེས་ལྷག་པའི་བུ་མོ་བཙས་པར་གྱུར་ཏེ།,"King Suprabuddha's wife then gave birth to another baby girl, one even more extraordinary,",,,,,274b.3,,
A,2,1,དེའི་མིང་ལྷ་མོ་སྒྱུ་འཕྲུལ་ཆེན་པོ་ཞེས་བཏགས་ཤིང་།,"who received the name Mahamaya-devi (Lha mo sgyu 'phrul chen mo, ‘Goddess Great Magical Illusion’).",,,,,274b.3-4,,
A,2,1,འདི་ལས་ནི་སྲས་སྐྱེས་བུ་ཆེན་པོའི་མཚན་སུམ་ཅུ་རྩ་གཉིས་དང་ལྡན་པ་འཁྲུང་པར་འགྱུར་ཞིང་།  དེ་ནི་འཁོར་ལོས་བསྒྱུར་བའི་རྒྱལ་པོར་གྱུར་རོ་ཞེས་ལུང་བསྟན་ཏོ།,"In this case, the oracle priests announced that Mahamaya-devi would one day give birth to a child bearing the thirty-two marks of a great being, a prince destined to reach the rank of a universal monarch.",,,,,274b.4-5,,
A,2,1,དེ་ནས་ཕྱི་ཞིག་ན་ལེགས་པར་རབ་སད་ཀྱིས་རྒྱལ་པོ་སེང་གེ་འགྲམ་ལ་འཕྲིན་དུ་སྤྲིངས་ཏེ།,"A few years later, Suprabuddha wrote King Simhahanu the following in a letter:",,,,,274b.5-6,,
A,2,1,བདག་ལ་མཆོག་ཏུ་གྱུར་པའི་བུ་མོ་གཉིས་ཤིག་མཆིས་པ་ལས།  གང་བཞེད་པ་ཞིག་གཞོན་ནུ་ཟས་གཙང་གི་བཙུན་མོར་བཞེས་ཤིག,“I have two remarkable daughters. You may take whichever you please as wife for Shuddhodana.”,,,,,274b.5-6,,
A,2,1,།སེང་གེ་འགྲམ་གྱིས་སླར་སྤྲིངས་པ།  དེ་གཉིས་ཀ་ཡང་གཞོན་ནུ་ཟས་གཙང་ལ་དགོས་པ་ཞིག་ཡོད་མོད་ཀྱི།,"“It might be best,” Simhahanu replied, “that he take both princesses.",,,,,274b.7,,
A,2,1,རེ་ཞིག་ཆུང་བ་བླང་སྟེ་ཅིག་ཤོས་ཀྱང་ཚོགས་ལ་བརྟག་པར་བྱའོ་ཞེས་སྤྲིངས་ནས་,"The younger is already welcome in my house. As for the elder girl, I will have to consult my people.”",,,,,274b.7-275a.1,,
A,2,1,སྒྱུ་འཕྲུལ་ཆེན་མོ་འཁོར་ལྔ་བརྒྱ་དང་བཅས་པ།  གཤོན་ནུ་ཟས་གཙང་མའི་བཙུན་མོར་བླངས་སོ།,"He then had Princess Mahamaya-devi, along with her five hundred ladies-in-waiting, received into his kingdom, and all became Prince Shuddhodana's spouses.",,,,,275a.1,,
A,2,1,།དེ་ནས་དུས་གཞན་ཞིག་གི་ཚེ།  ཤཱཀྱ་རྣམས་ཀྱི་དགྲ་སྐྱ་སེང་ཞེས་བྱ་བའི་རྒྱལ་རིགས་རི་ཁྲོད་པ་དག་ཡོད་དེ།,"Not many months had passed before Simhahanu had to send his eldest son off to subjugate the Pandavas (Skya seng), an enemy tribe that had seized control of the upper hills.",,,,,275a.1-3,,
A,2,1,དེ་རྣམས་འདུལ་བར་གཤོན་ནུ་ཟས་གཙང་མངགས་ཤིང་།  ཤཱཀྱའི་ཚོགས་རྣམས་ཀྱིས་ཀྱང་དམ་པ་སྦྱིན་པར་ཁས་བླངས་སོ།,"Should his son succeed, the Shakyas promised the king some great recompense.",,,,,275a.3,,
A,2,1,།དེ་ནས་སྐྱ་སེང་གི་ཚོགས་རྣམས་ལེགས་པར་ཐུལ་ཏེ་འཁོར་བ་ན། ཤཱཀྱའི་ཚོགས་ཀྱིས་རྒྱལ་པོ་སེང་གེ་འགྲམ་ལ་དམ་པ་ཅི་བཞེད་དྲིས་པ་ན།,"The prince defeated the Pandavas and as soon as he returned to Kapilavastu, the people asked Simhahanu to make a wish, [so that they could grant it].",,,,,275a.4-5,,
A,2,1,ཤཱཀྱ་རྣམས་ནི་རིགས་མཉམ་པ་ལས་ཆུན་མ་བཞག་པར་མི་བྱ་བའི་ཁྲིམས་དང་ལྡན་པ་ཡིན་ན།,"“We the Shakyas have a law,” the king stated, “which forbids us to take a second wife from the same family as that of the first wife.",,,,,275a.5-6,,
A,2,1,གཤོན་ནུ་ལ་མཆོག་བླང་བར་བྱ་རྒྱུ་ནི་རིགས་མཉམ་པ་ལས་ཆུན་མ་བླང་བ་ཡིན་ནོ།,"However, a truly wonderful princess has been offered as spouse for the prince but unfortunately it so happens that she is the sister of the first queen.”",,,,,275a.6,,
A,2,1,།དེ་ནས་ཤཱཀྱའི་ཚོགས་པ་རྣམས་ཀྱིས་ཀྱང་གནང་བ་བྱིན་ནས།  ལྷ་མོ་སྒྱུ་འཕྲུལ་མ་འཁོར་ལྔ་བརྒྱ་དང་བཅས་པ།  དཔལ་དང་འབྱོར་པ་ཆེན་པོས་གཞོན་ནུ་ཟས་གཙང་གི་བཙུན་མོར་བླངས་སོ།,The Shakya Council made the desired exception to the rule and Princess Maya and her entourage of five hundred entered the palace of the prince with due magnificence and ceremony.,,,,,275a.6-7,,
A,2,1,།ཕྱི་ཞིག་ན་རྒྱལ་པོ་སེང་གེ་འགྲམ་འདས་ཏེ།,"Afterwards, when Simhahanu died,",,,,,275a.7,,
A,2,1,སྲས་ཀྱི་ཐུ་བོ་རྒྱལ་པོ་ཟས་གཙང་མ་རྒྱལ་སྲིད་ཀྱི་དབང་ཕྱུག་ལ་ལོངས་སྤྱོད་ཅིང་།,"his eldest son, Shuddhodana, naturally took his place as ruler of the kingdom.",,,,,275a.7,,
A,2,1,དེའི་མངའ་འབངས་རྣམས་ཀྱང་མཆོག་ཏུ་འབྱོར་ཞིང་བདེ་བ་རྒྱལ་པོ་སྔ་མ་ལས་ཀྱང་ལྷག་པ་ཙམ་དུ་གྱུར་ཏོ།,"Under the young sovereign's rule, the inhabitants of Kapilavastu lived even more happily and prosperously than they had under his father.",,,,,275b.1-2,,
