Mural Panel,Chapter,Mural Scene,Sun of Faith - Tibetan (བོད་ཡིག།),Sun of Faith - English,Inscription - Tibetan (བོད་ཡིག།) ,Inscription - English,Manual - Tibetan (བོད་ཡིག།),Manual - English,Main Canonical Source (sde dge bka' 'gyur),Secondary/Tertiary Canonical Source(s) (sde dge bka' 'gyur),Scene working notes
2,22,4,ཆེས་མཆོག་ལ་འབུལ་ལོ།,"""We would offer it to someone greater.""",,,,,27a.1-2,,
2,22,4,།འོ་ན་ཚངས་པ་ཆེན་པོ་ལ་ཕུལ་ཤིག,"""In that case, offer it to Brahma the Great.""",,,,,27a.2,,
2,22,4,ཚངས་པ་ལ་འབུལ་བར་བརྩམས་པ་ན་ཡང་སྔ་མ་སྐད་ཟེར་ཏེ། གནས་གཙང་མའི་ལྷ་ལ་འབུལ་བར་བརྩམས་པ་ན། དེས་ཀྱང་སྔ་མ་ལྟར་ལས། བྱང་ཆུབ་སེམས་དཔའ་ལ་ཕུལ་ཅིག,"When they began to offer it to Brahma, he again questioned them as before. And when they began to offer it to the god of the pure realms, he too questioned them as before and said, ""Offer it to the Bodhisattva.""",,,,,27a.2-5,,
2,22,5,དེ་ནས་དེ་གཉིས་བྱང་ཆུབ་སེམས་དཔའི་དྲུང་དུ་ཆས་སོ། །དེ་ནས་བྱང་ཆུབ་སེམས་དཔའ་ཆུ་ཀླུང་ནཻ་རཱཉྫ་ནར་སྐུ་ཁྲུས་མཛད་དེ། སྐུ་ཉམས་ཆུང་བས་བཞེངས་པར་མི་སྤྱོད་པ་ན། ཆུ་འགྲམ་ན་ཤིང་ཨ་རྫུ་ན་ཡོད་པའི་ཡལ་ག་ལྷ་རྣམས་ཀྱིས་མནན་ཏེ་བཏུད་པ་ལ་ཕྱག་གིས་འཇུས་ཏེ་བཞེངས་ནས་ཆོས་གོས་གསོལ་ཏེ་ཆུ་འགྲམ་ན་བཞུགས་སོ། །དེར་དེ་གཉིས་ཀྱིས་འོ་ཐུག་ཕུལ་བ་བཞེས་ཏེ།,"Then the two girls went to see the Boddhisattva. The bodhisattva was bathing in the Nairanjana River. But his body was weak, so he was not able to get out. The gods bent down the branch of an anjuna tree on the riverbank, and the Bodhisattva grabbed it with his hand and got out of the water. He put on his ascetic's robe and sat on the riverbank. And here the two girls offered milk to him.",,,,,27a.57,,
2,22,5,བཀའ་སྩལ་པ། ཡོལ་གོ་འདི་ཡང་བཏང་བ་ཡིན་ནམ། གསོལ་པ། བཏང་བ་ལགས་སོ།,"""Are you also offering this bowl?"" asked the Bodhisattva. 
""Yes,"" they said.",,,,,27a.7,,
2,22,6,།བྱང་ཆུབ་སེམས་དཔས་འོ་ཐུག་གསོལ་ནས། གསེར་གྱི་ཡོལ་གོ་བཀྲུས་ཏེ་ཆུ་ཀླུང་དེར་བོར་བ་ཀླུ་རྣམས་ཀྱིས་བླངས་སོ།,"The Bodhisattva drank the milk, and washed the golden bowl. Then he threw the bowl into the river, where the serpent deities took it.",,,,,27a.7-27b.1,,
2,22,7,དེར་བརྒྱ་བྱིན་མཁའ་ལྡིང་གི་ཆ་བྱད་དུ་སྤྲུལ་ནས། ཀླུ་ལས་ཡོལ་གོ་ཕྲོགས་ཏེ་སུམ་ཅུ་རྩ་གསུམ་དུ་མཆོད་པ་ཆེན་པོ་བཙུགས་སོ།,"Indra appeared in the form of a garuda, snatched the bowl from the serpent deities, and carried it to the Heaven of the Thirty-Three where he installed it as a great object of veneration.",གསེར་ཞོང་ལྷ་གནས་སུ་ཁྱེར་བ་,The golden bowl is carried to the abode of the gods.,,,27b.1-2,,
2,22,7,།དེ་ནས་བཀའ་སྩལ་པ། སྦྱིན་པ་འདིས་ཅི་ཞིག་དོན་དུ་གཉེར།,"Then the Bodhisattva said, ""What do you seek with this offering?""",,,,,27b.2,,
2,22,7,བུ་མོ་དེ་གཉིས་ཀྱིས་གསོལ་བ། ཤཱཀྱ་གཞོན་ནུ་འཁོར་ལོས་བསྒྱུར་བའི་རྒྱལ་པོར་འགྱུར་བ་དེའི་ཁྱིམ་ཐབ་དུའོ།,"""To become the wives of the Shakya prince, who will become a universal monarch,"" said the two girls. ",,,,,27b.3-4,,
2,22,7,།བཀའ་སྩལ་པ། དེ་ནི་འདོད་པ་སྤངས་ཏེ་རབ་ཏུ་བྱུང་ཟིན་ཏོ།,"""He has already abandonded desires and become a renunciate,"" said the Bodhisattva.",,,,,27b.4,,
2,22,7,།གསོལ་པ། འོ་ན་དེའི་བཞེད་པའི་དོན་ཐམས་ཅད་གྲུབ་པར་གྱུར་ཅིག,"""Then, may he fulfill all of the aims he is striving for.""",,,,,27b.4-5,,
2,22,7,དེ་ལྟར་འོ་ཐུག་མཆོག་དེ་གསོལ་བ་ཙམ་གྱིས་སྐུ་ཉམས་སྟོབས་དང་ལྡན་ཞིང་། གསེར་གྱི་ཁ་དོག་སོགས་སྔོན་བཞིན་དུ་གྱུར་ཏོ།,"So, through just this offering of an excellent milk porridge, his body became strong with a golden tone, just has it had been before.",,,,,27b.5-6,,
