Mural Panel,Chapter,Mural Scene,Sun of Faith - Tibetan (བོད་ཡིག།),Sun of Faith - English,Inscription - Tibetan (བོད་ཡིག།) ,Inscription - English,Manual - Tibetan (བོད་ཡིག།),Manual - English,Main Canonical Source (sde dge bka' 'gyur),Secondary/Tertiary Canonical Source(s) (sde dge bka' 'gyur),Scene working notes, SVG Info
B,28,,ཉེར་བརྒྱད་པ་ཆོས་འཁོར་ཐོག་མ་བསྐོར་བ་ནི།,Chapter 28: The First Turning of the Wheel,,,Vol. Ta (9) p. 20.,,"Vinayavastu (Saṃghabhedavastu): vol. Nga, 41a.7-45b.5",,,"<svg xmlns='http://www.w3.org/2000/svg'><path xmlns='http://www.w3.org/2000/svg' d='M10769,8086c4,28,13.6,34.8,7.2,89.2c-11.6,96.4-64.8,168.4-96,252c-48,129,45,210,104.6,260.8c79,67.2,0,234,180,312c180,78,726,138,762,150c36,12-18,60-72,120c-54,60-130,152-184,182c-54,30-211.6,193.2-298.6,217.2c-89.6,24.8-366,9-432,9s-266.8-44.4-375-42c-132,3-324.4-30.2-468.6-60.2s-392.4-56.8-468-48c-29.8,3.4-119.4,48.2-179.4,54.2c-60,6-162-6-162-6c-5.8-5.2-77-9.4-84-12c-66-24-77.8-19.6-126-57c-54-42-126-138-162-168c-36-30-132-33-186-75c-54-42-66-45-126-81c-60-36-180.8-9.2-234.8,2.8c-54,12-120,72-162,90c-42,18-90-18-126-72c-36-54-53.2-71.8-185.2-137.8s-147-39-195-63c-48-24-45-141-69-183c-24-42,18-114,17-168.2c-0.8-48.4-4-93.4-12-156c-7.4-57.8-143.4-41.8-167.4-121.8c0,0-40-100-40-168s8-164,0-216s-28-180,48-228s96-56,132-96s104-132,144-156s136-140,144-192s-36-92-4-132s88-32,112-92s4-76-8-112s28-108,24-152s-16-136,24-172s144-28,164-84s24-140,28-172s12-100,56-140s12-96,52-140s76-80,92-100s72-100,72-100s56-112,72-120s83.4,4.8,104,20c26.2,19.2,60.2,93.2,92.2,109.2s63.8,38.8,151.8,38.8s129.2-16.8,145.2-32.8s18.8-35.2,58.8-47.2s115.2-33.8,157.2-51.8c31.6-13.6,18.8-40.2,82.8-52.2s146.6,89.2,204,64c88.2-38.8,88.2-89.8,172-112c78.2-20.8,198.2-19.8,273.2,28.2c47.6,30.4,105,84,142.8,143.8c64.2,101.6,13.2,197.2,97.2,237.2s118.8-5.2,210.8,34.8s206,149.2,252,196c53.2,54.2,150.2,180.2,194.2,252.2s78,222,42,345c-14.2,48.6-96,66-165,165c-33.4,47.8-59.2,125.8-31.2,229.8s136,408,160,488S10769,8086,10769,8086z' data-paper-data='{&quot;rotation&quot;:0,&quot;annotation&quot;:null}' id='smooth_path_e0c94e07-0993-440f-bbd1-8154642129a8' fill-opacity='0' fill='#c9f5c1' stroke='#c9f5c1' stroke-width='23.50433' stroke-linecap='butt' stroke-linejoin='miter' stroke-miterlimit='10' stroke-dasharray='' stroke-dashoffset='0' font-family='sans-serif' font-weight='normal' font-size='12' text-anchor='start' mix-blend-mode='normal'/></svg>"
B,28,,ཤེས་ལྡན་གཽ་ཏ་མ་བྱོན་པ་ལེགས་སོ།,"“Learned Gautama has come, Good!",,,,,,,
B,28,,།གདན་བཤམས་པ་ལ་བཞུགས་ཤིག་ཅེས་ཟེར་རོ།,"“Please rest on the seat we have prepared,” they said.",,,,,,,
B,28,,།དེར་དེ་བཞིན་གཤེགས་པ་ལ་ཚེ་དང་ལྡན་པ་ཞེ་སམ་གདུང་ནས་མི་སྨོས་པར་གདམས་སོ།,At this the Buddha instructed that they should not call the Thus Gone One “Venerable” or by [his] family name.,,,,,,,
B,28,,།དེ་ནས་དེ་རྣམས་ཀྱིས་འདི་སྐད་ཅེས།  ཁྱེད་སྔོན་དཀའ་བ་སྤྱོད་པ་ན་ཁྱད་པར་ཅུང་ཟད་ཀྱང་མ་ཐོབ་ན།,"Then they said the following. “Before, when you practiced austerities, you did not change one bit.",,,,,,,
B,28,,ད་ནི་ཁྱེད་མི་བརྟན་ཞིང་བྱ་བ་མང་ལ་མང་དུ་ཟ་བ་སོགས་ཀྱིས་ལྟ་སྨོས་ཀྱང་ཅི་དགོས།  ཞེས་ཞུས་སོ།,"And now, you are not firm [in your practice], you indulge in activities, eating, and so forth.”",,,,,,,
B,28,,།བཀའ་སྩལ་པ།  དགེ་སློང་དག་ཁྱེད་ཀྱིས་ངའི་དབང་པོ་གསལ་བ་སོགས་སྔོན་ལས་གཞན་དུ་གྱུར་བ་མ་མཐོང་ངམ།,"Buddha said, “Monks, can't you see that my faculties, my brilliance, have changed from before?",,,,,,,
B,28,,ངས་ནི་བདུད་རྩི་ཐོབ་བོ།,I have gained the essence.,,,,,,,
B,28,,དགེ་སློང་དག་རབ་ཏུ་བྱུང་བས་མཐའ་འདི་གཉིས་ལ་བརྟེན་པར་མི་བྱ་སྟེ།  འདོད་པ་བསོད་ཉམས་ཀྱི་མཐའ་དང་།  ངལ་ཞིང་དུབ་པའི་མཐའ་འོ།,"Monks, renunciants must not rely on these two extremes: the extreme of overindulgence in what is desired, and the extreme of undergoing extreme hardship and penance.",,,,,,,
B,28,,།དབུ་མའི་ལམ་ལ་བརྟེན་དགོས་ཏེ།,They must rely on the middle path.,,,,,,,
B,28,,དེའང་འཕགས་པའི་ལམ་ཡན་ལག་བརྒྱད་དོ། །ཞེས་སོ།,"That moreover is the noble eightfold path.""",,,,,,,
B,28,,།དེའི་ཚེ་དགེ་སློང་ལྔ་ལས་སྔ་དྲོ་གཉིས་ལ་གདམས་ངག་འབོགས་ཤིང་གསུམ་བསོད་སྙོམས་ལ་འཇུག་སྟེ།,Then in the morning [the Buddha] gave teachings to two of the five monks while three went to collect alms.,,,,,,,
B,28,,བསོད་སྙོམས་དེ་སྟོན་པ་དང་བཅས་པའི་དྲུག་ཆར་འཚོ་བར་བྱེད་ལ།,"They collected alms, and fed the six of them, including the Buddha.",,,,,,,
B,28,,ཕྱི་དྲོ་ནི་གསུམ་ཆོས་ཉན་ཞིང་གཉིས་བསོད་སྙོམས་ལ་བཞུགས་ནས།  བསོད་སྙོམས་དེས་དགེ་སློང་ལྔ་པོ་དག་འཚོ་བར་བྱེད་དེ།,"In the afternoon the other three heard the teachings, while two went to collect alms. They collected alms, which fed the five monks.",,,,,,,
B,28,,།དེ་བཞིན་གཤེགས་པ་ནི་རང་བཞིན་གྱིས་ཕྱི་དྲོ་མི་གསོལ་ལོ།,The Tathagata did not take food in the afternoon.,,,,,,,
B,28,,དེ་ནས་དེ་དག་གི་སྐབས་སུ་དང་པོར་བདེན་པ་བཞི་དང་ལྡན་པ་བཟླས་པ་ལན་གསུམ་སྟེ་བཅུ་གཉིས་སུ་བསྐོར་བས་,"During that time [the Buddha] first taught the four truths, reciting them three times each for a total of twelve times.",,,,,,,
B,28,,ཀུན་ཤེས་ཀཽཎྚི་ནྱ་དང་།་ལྷ་བརྒྱད་ཁྲིས་བདེན་པ་མཐོང་ངོ་།,"Therefore,Ājñātakauṇḍinya and 80,000 beheld the truth.",,,,,,,
B,28,,དེའི་རྗེས་སུ་ཀཽཎྚི་ནྱ་ལ། ཀཽཎྚི་ནྱ་ཁྱོད་ཀྱིས་ཆོས་ཀུན་ཤེས་སམ།,"After this [the Buddha asked] Kauṇḍinya, “Kauṇḍinya, do you completely understand the Dharma?”",,,,,,,
B,28,,བཅོམ་ལྡན་འདས་བདག་གིས་ཀུན་ཤེས་སོ་ཞེས་,"[Kauṇḍinya] said, “Bhagavan, I understand completely.”",,,,,,,
B,28,,ཡང་ཡང་དྲི་སྨེད་མཛད་པས་ཀུན་ཤེས་ཀཽཎྚི་ནྱ་ཞེས་གྲགས་སོ།,"[The Buddha] asked this again and again, and thus [Kauṇḍinya] became known as Ājñātakauṇḍinya, “All-knowing” Kauṇḍinya.",,,,,,,
B,28,,།དེའི་ཚེ་ས་ལྷའི་གནོད་སྤྱིན་ནས་བརྩམས་ཏེ་ལྷའི་གནས་མཐར་ཐུག་པར་,"At that time, from the land of the divine yakṣas to the furthest limits of the god realm,",,,,,,,
B,28,,ཆོས་ཀྱི་འཁོར་ལོ་བསྐོར་བས་ལྷ་རྒྱས་ལྷ་མིན་འགྲིབས།  སྐྱེ་བོ་ཐམས་ཅད་བདེའོ་ཞེས་རབ་ཏུ་དགའ་བས་ཆེད་དུ་བརྗོད་པའི་དབྱངས་ཀྱིས་ཁྱབ་པར་བྱས་སོ།,"a joyful chorus resounded, “The wheel of Dharma has been turned. The divine increases, the infernal decreases. All beings rejoice.”",,,,,,,
B,28,,།དེ་ནས་ཡང་དེ་བཞིན་གཤེགས་པས་ལྔ་སྡེ་རྣམས་ལ་རྣམ་གྲངས་གཞན་གྱི་སྒོ་ནས་བདེན་པ་བཞི་དང་འབྲེལ་བའི་ཆོས་ཀྱི་འཁོར་ལོ་གཉིས་པ་བསྐོར་བས་,"The Tathagata also taught to the group of five a second teaching connected to the four noble truths, this time from the perspective of an alternative enumeration.",,,,,,,
B,28,,ཀུན་ཤེས་ཀྱིས་དགྲ་བཅོམ་པ་ཐོབ་ལ།  རྟ་ཐུལ་དང་།  རླངས་པ་དང་།  མིང་ཆེན་དང་།  བཟང་ལྡན་རྣམས་ཀྱིས་ཀྱང་བདེན་པ་མཐོང་།,"Through this, Kauṇḍinya attained arhatship, while Aśvajit, Bāṣpa, Mahānāman, and Bhadrika beheld the truth.",,,,,,,
B,28,,དེའི་ཚེ་དགྲ་བཅོམ་པ་གཉིས་ཏེ་བཅོམ་ལྡན་འདས་དང་ཀུན་ཤེས་སོ།,Then there were two arhats: The Buddha and Kaundinya.,,,,,,,
B,28,,།དེ་ནས་ཡང་བདག་མེད་པ་ལས་བརྩམས་ཏེ་ཆོས་ཀྱི་འཁོར་ལོ་བསྐོར་བས་དགེ་སློང་ལྷག་མ་བཞིས་ཀྱང་དགྲ་བཅོམ་པ་ཐོབ་སྟེ།,"Then [the Buddha] turned the wheel of Dharma starting with selflessness, and the other four monks achieved arhatship.",,,,,,,
B,28,,དེའི་ཚེ་དགྲ་བཅོམ་པ་དྲུག་གོ །,Then there were six arhats.,,,,,,,
B,28,svg1,,,,,,,,,,"<svg xmlns='http://www.w3.org/2000/svg'><path xmlns='http://www.w3.org/2000/svg' d='M10769,8086c4,28,13.6,34.8,7.2,89.2c-11.6,96.4-64.8,168.4-96,252c-48,129,45,210,104.6,260.8c79,67.2,0,234,180,312c180,78,726,138,762,150c36,12-18,60-72,120c-54,60-130,152-184,182c-54,30-211.6,193.2-298.6,217.2c-89.6,24.8-366,9-432,9s-266.8-44.4-375-42c-132,3-324.4-30.2-468.6-60.2s-392.4-56.8-468-48c-29.8,3.4-119.4,48.2-179.4,54.2c-60,6-162-6-162-6c-5.8-5.2-77-9.4-84-12c-66-24-77.8-19.6-126-57c-54-42-126-138-162-168c-36-30-132-33-186-75c-54-42-66-45-126-81c-60-36-180.8-9.2-234.8,2.8c-54,12-120,72-162,90c-42,18-90-18-126-72c-36-54-53.2-71.8-185.2-137.8s-147-39-195-63c-48-24-45-141-69-183c-24-42,18-114,17-168.2c-0.8-48.4-4-93.4-12-156c-7.4-57.8-143.4-41.8-167.4-121.8c0,0-40-100-40-168s8-164,0-216s-28-180,48-228s96-56,132-96s104-132,144-156s136-140,144-192s-36-92-4-132s88-32,112-92s4-76-8-112s28-108,24-152s-16-136,24-172s144-28,164-84s24-140,28-172s12-100,56-140s12-96,52-140s76-80,92-100s72-100,72-100s56-112,72-120s83.4,4.8,104,20c26.2,19.2,60.2,93.2,92.2,109.2s63.8,38.8,151.8,38.8s129.2-16.8,145.2-32.8s18.8-35.2,58.8-47.2s115.2-33.8,157.2-51.8c31.6-13.6,18.8-40.2,82.8-52.2s146.6,89.2,204,64c88.2-38.8,88.2-89.8,172-112c78.2-20.8,198.2-19.8,273.2,28.2c47.6,30.4,105,84,142.8,143.8c64.2,101.6,13.2,197.2,97.2,237.2s118.8-5.2,210.8,34.8s206,149.2,252,196c53.2,54.2,150.2,180.2,194.2,252.2s78,222,42,345c-14.2,48.6-96,66-165,165c-33.4,47.8-59.2,125.8-31.2,229.8s136,408,160,488S10769,8086,10769,8086z' data-paper-data='{&quot;rotation&quot;:0,&quot;annotation&quot;:null}' id='smooth_path_e0c94e07-0993-440f-bbd1-8154642129a8' fill-opacity='0' fill='#f1d0a9' stroke='#f1d0a9' stroke-width='23.50433' stroke-linecap='butt' stroke-linejoin='miter' stroke-miterlimit='10' stroke-dasharray='' stroke-dashoffset='0' font-family='sans-serif' font-weight='normal' font-size='12' text-anchor='start' mix-blend-mode='normal'/></svg>"
